restaurant_id,restaurant_name,city,locality,address,cuisine,menu_category,dish_name,dish_price,veg_nonveg,restaurant_rating,rating_count
9100001,Al Di La - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Italian, Mediterranean",Official Food Menu,MINESTRONE ALLA GENOVESE,675,Veg,,0
9100001,Al Di La - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Italian, Mediterranean",Official Food Menu,RIGATONI ALLA VODKA,1025,Veg,,0
9100001,Al Di La - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Italian, Mediterranean",Official Food Menu,SAUTÉED EXOTIC VEGETABLES,475,Veg,,0
9100001,Al Di La - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Italian, Mediterranean",Official Food Menu,SMOKED CHILLI AND CILANTRO GRILLED FISH,975,Non-veg,,0
9100001,Al Di La - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Italian, Mediterranean",Official Food Menu,SPINACH AND RICOTTA PHYLLO BUNDLES,875,Veg,,0
9100001,Al Di La - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Italian, Mediterranean",Official Food Menu,THE MEDITERRANEAN,765,Veg,,0
9100001,Al Di La - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Italian, Mediterranean",Official Food Menu,THREE BEANS AND HEIRLOOM TOMATO TACOS,825,Veg,,0
9100001,Al Di La - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Italian, Mediterranean",Official Food Menu,TOMATO AND BURRATA SALAD,900,Veg,,0
9100001,Al Di La - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Italian, Mediterranean",Official Food Menu,ZUPPA DI PORCINI,695,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,"""Signature"" Bombay Toastie",875,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,"""Signature"" Falafel Pita Wrap",800,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,"""Signature"" Lasooni Bhuna Hara Saag",900,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,"""Signature"" New Zealand Lamb Burger",1175,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Aloo Gobi Adraki,900,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Amritsari Aloo Tikki,800,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Barbeque Chicken,1125,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Batata Chi Bhaji,900,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Bird Eye Chilli Paneer,800,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Burnt Garlic Fried Rice - Chicken,775,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Burnt Garlic Fried Rice - Egg,775,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Burnt Garlic Fried Rice - Vegetable,600,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Charmoula Marinated New Zealand Lamb Chops,2680,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Chicken Lollypop,1025,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Chicken Tikka,1125,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Classic Butter Chicken,1175,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Classic Caesar,900,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Classic Club Sandwich,1075,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Coriander Kitchen Signature Salad,875,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Croque Monsiuer,1050,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Curd Rice,675,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Dal Makhani,850,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Dhaba Dal Tadka,750,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Diablo Half Hen Roast,1250,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Fettucine Chicken Pesto,1050,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Fish & Chips,1250,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,"Garlic Prawns ""Gambas Al Ajillo""",1100,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Gosht Ki Seekh,1100,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Gratinated Vegetable Patty,1075,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Grilled Chicken,950,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,"Grilled Focaccia With Pesto Mayo, Tomato And Buffalo Mozzarella",900,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Hakka Noodles - Chicken,775,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Hakka Noodles - Egg,775,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Hakka Noodles - Vegetable,650,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Herb Crusted Arabian Sea Bass,1475,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Home-Style Chicken Curry,1175,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Indonesian Nasi Goreng - Chicken,1275,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Indonesian Nasi Goreng - Vegetable,1100,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Jeera Pulao,875,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Jowari Chi Bhakari,225,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Kandhari Paneer Tikka,925,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Kesari Rasmalai,525,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Kolhapuri Mutton,1275,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Kolkata Kathi Roll,1050,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Komdi Cha Rassa,1175,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Kulcha,250,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Lal Mirch Ka Murgh Tikka,1025,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Lebanese Lamb Kibbeh,1100,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Mac N' Cheese,900,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Malwani Fish Curry,1175,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Margherita,1050,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Mixed Berries Creme Brulee,525,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Mushroom & Truffle Soup,550,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Naan,225,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,New York Cheese Cake,525,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Nihari Ghosht,1325,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Pan Seared Pink Salmon,2150,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Paneer Kathi Roll,900,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Paneer tikka masaala,975,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Penne A La Arrabbiata,900,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,"Penne Pesto Cream, Olives, Cherry Tomato",900,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Pistachio Gulab Jamun,525,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Pizza A La Diavola,1175,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Quattro Formaggi,1125,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Rawa Crusted Beet Tikki,800,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Roasted Beet Salad,675,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Roasted Tomato Basil,520,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Roti,225,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Seasonal Fresh Fruit Platter,475,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Selection of Ice Cream - 2 scoops,450,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Southern Fried Chicken Burger,1075,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Spaghetti Lamb Bolognese,1050,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Spinach Ricotta Manicotti,1100,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Steamed Rice,575,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Stir Fried Asian Greens,900,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Street Style Chilli Chicken,975,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Street-Inspired Manchow Soup - Chicken and Egg Drop,550,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Street-Inspired Manchow Soup - Prawns and Egg Drop,575,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Street-Inspired Manchow Soup - Tofu,525,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Subz Dum Biryani,1025,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Sweet Corn Soup - Chicken and Egg Drop,550,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Sweet Corn Soup - Vegetable,520,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Tandoori Paratha,225,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Tawa Surmai,1100,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Thai Curry Green/Red with Jasmine Rice - Chicken,1150,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Thai Curry Green/Red with Jasmine Rice - Prawns,1275,Non-veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Thai Curry Green/Red with Jasmine Rice - Vegetable,1025,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Vegetable Club Sandwich,900,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Vegetable Cutlet Burger,900,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Wala Chi Ussal,825,Veg,,0
9100002,Coriander Kitchen - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Continental, Asian, North Indian",Official Food Menu,Wok Tossed Fish,1025,Non-veg,,0
9100003,Koji - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Pan-Asian, Japanese, Chinese, Thai",Official Food Menu,"""KOJI"" CHICKEN",1025,Non-veg,,0
9100003,Koji - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Pan-Asian, Japanese, Chinese, Thai",Official Food Menu,"""KOJI"" CRISPY LAMB",1300,Non-veg,,0
9100003,Koji - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Pan-Asian, Japanese, Chinese, Thai",Official Food Menu,"""SIGNATURE"" CRISPY TOFU",850,Veg,,0
9100003,Koji - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Pan-Asian, Japanese, Chinese, Thai",Official Food Menu,"""SIGNATURE"" KOJI CRISPY PRAWNS WITH HOME MADE CHINESE SPICES",1325,Non-veg,,0
9100003,Koji - Conrad Pune,Pune,Sangamwadi,"7, Mangaldas Road, Sangamwadi, Pune - 411001, Maharashtra, India","Pan-Asian, Japanese, Chinese, Thai",Official Food Menu,"""SIGNATURE"" MUSHROOM DUMPLINGS",925,Veg,,0
